product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
SukiSaku Ritzy Rainbow & Starry Clouds Backpack - Pink,,,taxable,1,,,,,,1499,2799,,,,color,Pink,,1,,,
MUMUMIMI Dino Princess Triceratops Toddler Backpack,"1. Unique 3D Triceratops Design ? Adorably styled with soft, padded horns, a crown-like frill, and a big smile that makes every day feel like a Jurassic joyride.\n2.  Pretty in Pink ? A lovely pink base paired with purple and yellow accents, plus a sweet bow for that extra princess flair.\n3.  Colorful Dinosaur Print ? Bright, engaging illustrations of friendly dinos spark imagination and storytelling.\n4.  Perfect Size for Toddlers ? Lightweight and tailored for little shoulders with adjustable straps and a top handle for easy carrying.\n5. Practical Storage ? Spacious main compartment and front zipper pouch for toys, snacks, and school supplies.6.  Kid-Proof Build ? Made from high-quality, easy-clean materials to handle messy hands and everyday wear.","Let your little one roar into style with the MUMUMIMI Dino Princess Triceratops Backpack, specially designed for tiny dino lovers! Bursting with vibrant pastel dinosaurs and featuring a charming 3D triceratops face complete with a cute pink bow, this backpack brings fun and function together for every preschool adventure",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/mumumimi-dino-princess-triceratops-toddler-backpack/,43%
Kawaii-Q Paragliding Mouse Backpack - Blue,,,taxable,1,,,,,,560,999,,,,color,Blue,,1,,,
Yellow School Bus Kids Backpack ? 3D Design for Toddlers & Preschoolers,"1.  Iconic 3D School Bus Design ? Realistic and charming with soft wheels, headlights, and windshield details that capture the heart of every child.\n2.  Bright & Cheerful Colors ? Vibrant yellow with playful accents for instant appeal in any setting ? from classrooms to playgrounds.\n3. Perfectly Kid-Sized ? Built for toddlers and preschoolers, with easy-to-adjust padded shoulder straps and a breathable back panel.\n4.  Spacious & Organized ? Large main compartment fits books, toys, and snacks, while the smooth zipper ensures quick and easy access.\n5.  Durable & Easy to Clean ? Lightweight, water-resistant material stands up to daily wear and is simple to wipe clean.\n6.  Safety First ? Rounded edges and soft materials ensure safe use for little ones.","Hop aboard the fun with the Yellow School Bus Backpack ? the ultimate school-time companion for curious little adventurers! Designed in the shape of a friendly school bus, this 3D backpack turns every school day into a journey of imagination, learning, and joy.",taxable,1,100,350,4,8,10,,,Kids Bags,"Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Yellow,1,1,Yellow,https://grabaggs.com/product/yellow-school-bus-kids-backpack-3d-design-for-toddlers-preschoolers/,43%
Kawaii-Q Skating Penguin Backpack - Orange,,,taxable,1,,,,,,560,999,,,,color,Orange,,1,,,
Red Edition Fire Truck Adventure Kids Backpack,"1.  Playful Fire Truck Design: Full 3D effect with a siren, wheels, mirrors, and expressive eyes.\n2.  Comfortable & Lightweight: Made from soft, high-quality neoprene material.\n3.  Vibrant Colors: Eye-catching red with white, yellow, black, and gray accents.\n4.  Durable Zipper & Stitching: Designed to last through countless adventures.\n5.  Perfect Size for Kids: Fits lunch, toys, books, and essentials without being bulky","Let your little hero gear up for action with our Fire Truck Adventure Kids Backpack! Designed with bright red hues and adorable fire engine detailing, this bag transforms everyday outings into exciting adventures. The front features a playful fire truck face with cartoon eyes, headlights, a windshield, and even a siren top ? sure to spark imagination and smiles.",taxable,1,100,350,10,21,26,,,Kids Bags,"Kids Bags, Red Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Red,1,1,Red,https://grabaggs.com/product/red-edition-fire-truck-adventure-kids-backpack/,43%
Kawaii-Q Rock-climbing Monkey Backpack - Green,,,taxable,1,,,,,,560,999,,,,color,Green,,1,,,
Magical Pastel Edition Dreamy Unicorn Kids Backpack,"1.  Charming Unicorn Design? 3D horn and ears, rainbow mane, heart cheeks, and a smiling face create a lovable character.\n2.  Colorful & Soft Pastel Print? A mix of pink, blue, yellow, and white evokes a magical sky.\n3.  Comfortable Fit for Kids? Padded shoulder straps and back panel provide support for tiny shoulders.\n4.  Functional Storage? Spacious main compartment and front pocket for snacks, toys, or stationery. Mesh side pockets hold bottles or small items.\n5. Durable & Lightweight? Made with soft, child-friendly materials and smooth zippers for everyday ease.","Add a sprinkle of magic to your child's day with the Dreamy Unicorn Kids Backpack! Bursting with pastel charm and adorable details, this bag is perfect for little dreamers. The front showcases a cheerful unicorn face with 3D ears, a soft horn, and a colorful rainbow mane ? complete with a cute floral accent.",taxable,1,99,350,10,21,26,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/magical-pastel-edition-dreamy-unicorn-kids-backpack/,43%
Kawaii-Q Tennis Tiger Kids Backpack - Dark Green,,,taxable,1,,,,,,560,999,,,,color,Dark Green,,1,,,
Ocean Dreams Edition Magical Mermaid Kids Backpack,"1.  Adorable Mermaid Design? Features a dreamy mermaid face, rainbow hair, starfish detail, and a vibrant 3D tail.\n2.  Vibrant Color Palette? A mix of purple, pink, blue, and yellow with fish-scale patterns and soft pastels to enchant every child.\n3.  Ergonomic Comfort? Padded back panel and adjustable shoulder straps offer a snug, secure fit.\n4.  Spacious & Practical? Multiple compartments to store books, snacks, toys, and a water bottle with ease.\n5.  Durable Material? Made from high-quality, child-safe neoprene and mesh for daily adventures.","Let your little one's imagination dive under the sea with the Magical Mermaid Kids Backpack. This whimsical and colorful bag features a serene mermaid face with a soft 3D tail fin that pops out above a shimmering rainbow-scaled background. With its charming ocean theme and thoughtful design, it?s the perfect blend of fantasy and functionality.",taxable,1,100,350,10,21,26,,,Kids Bags,"Kids Bags, Purple Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Purple,1,1,Purple,https://grabaggs.com/product/ocean-dreams-edition-magical-mermaid-kids-backpack/,43%
Kawaii-Q Football Bear Plush Backpack - Brown,,,taxable,1,,,,,,560,999,,,,color,Brown,,1,,,
MUMUMIMI Dreamy Mermaid Kids Backpack - Blue,,,taxable,1,,,,,,740,1300,,,,color,Blue,,1,,,
Baby Shark Adventure Backpack ? Ocean Explorer Edition,"1. 3D Shark Design? Features a friendly shark face, side fins, and a fin on top for a fun, dynamic look.\n2. Bold Nautical Colors? Navy, red, white, and yellow stars make this bag visually exciting and easy to spot.\n3.  Kid-Friendly Comfort? Soft padded shoulder straps and breathable mesh back panel ensure all-day ease.\n4.  Spacious Interior? Main compartment fits books, lunchboxes, and toys. Front pocket and mesh sides hold small essentials or bottles.\n5.  Durable & Lightweight? Built from soft, water-resistant neoprene and sturdy stitching for daily use","Make a splash with the Baby Shark Adventure Backpack, where fun meets function in the most adorable way! Designed with bold nautical stripes, cheerful stars, and a friendly shark face complete with 3D fins and a dorsal fin, this bag is perfect for little adventurers who love the sea.",taxable,1,100,350,10,21,26,,,Kids Bags,"Kids Bags, Navy Blue Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Navy Blue,1,1,Navy Blue,https://grabaggs.com/product/baby-shark-adventure-backpack-ocean-explorer-edition/,43%
Charm Pop Edition Kawaii-Q Critters Pink Backpack,"1.  Adorable 3D Pop Badges? Comes with fun, interchangeable cartoon patches including animals, rainbows, planets, and more!\n2.  Structured EVA Body? Durable and protective semi-hard shell keeps belongings secure and resists squishing.\n3.  Playful Bear Ear Design? Cute rounded ears with 'X' details give the backpack a unique and lovable personality.\n4.  Waterproof & Easy to Clean? Perfect for daily use, even on rainy days or messy outings.\n5.  Kid-Friendly Build? Smooth zippers, soft inner lining, and reinforced top handle.","Brighten up your child?s day with the Kawaii-Q Critters Pink Backpack, where fun, fashion, and function come together in the cutest way possible! This structured pastel pink backpack is full of personality, featuring adorable cartoon-style pop badges including a rainbow, sunflowers, animals, and more ? all designed to spark smiles and creativity.",taxable,1,100,800,25,20,33,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/charm-pop-edition-kawaii-q-critters-pink-backpack/,42%
MUMUMIMI Sweet Elephant Toddler Backpack - Pink,,,taxable,1,,,,,,740,1300,,,,color,Pink,,1,,,
MUMUMIMI Magical Unicorn Toddler Backpack - Pink,,,taxable,1,,,,,,740,1300,,,,color,Pink,,1,,,
Galaxy Buddy Edition Kawaii-Q Critters Blue Backpack,"1.  Unique Character Patches? 3D fun with attachable badges like rainbow clouds, bears, planets, and flowers.\n2.  Cute Bear-Ear Design? Adds a charming and eye-catching silhouette to the bag.\n3.  Waterproof EVA Hard Shell? Offers sturdy protection from spills, weather, and rough handling.\n4.  Child-Friendly Comfort? Padded shoulder straps and breathable back panel for easy all-day wear.\n5.  Customizable & Collectible? Interchangeable character patches allow endless customization.","Get ready for cosmic cuteness with the Kawaii-Q Critters Blue Backpack ? Galaxy Buddy Edition! Crafted in a cool, matte navy blue with a splash of playful patches, this backpack is an instant favorite for kids who love fun, fantasy, and adventure.",taxable,1,100,800,25,20,33,,,Kids Bags,"Kids Bags, Navy Blue Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Navy Blue,1,1,Navy Blue,https://grabaggs.com/product/galaxy-buddy-edition-kawaii-q-critters-blue-backpack/,42%
Kawaii-Sunshine Adventure Edition Q Critters Yellow Backpack,"1.  Eye-Catching Yellow Design? Cheerful and bright to stand out in any crowd.\n2.  Cute Bear-Ear Top with X-Eye Detail? Adorable design element loved by kids.\n3.  Interchangeable 3D Cartoon Patches? Fun characters like unicorns, flowers, and aliens for a personalized look.\n4.  Waterproof EVA Outer Shell? Lightweight, wipe-clean, and impact-resistant for long-term use.\n5.  Kid-Comfort Focused? Soft padded straps and breathable mesh back for comfort during all-day wear.","Brighten your child?s day with the Kawaii-Q Critters Yellow Backpack ? Sunshine Adventure Edition! This vibrant and joyful backpack is designed to spark creativity and fun for little ones on the go. The bag features an adorable bear-eared silhouette with expressive 3D character badges ? including rainbows, flowers, unicorns, and space creatures ? that add a unique, collectible charm.\n\nCrafted from a waterproof and impact-resistant EVA hard shell, this backpack provides superior durability and structure, perfect for school, travel, or playdates. Comfortable shoulder straps and a padded back ensure it's easy to carry all day long.\n\nWhether it?s adventure or school time, this bag makes every journey brighter",taxable,1,100,800,25,20,33,,,Kids Bags,"Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Yellow,1,1,Yellow,,42%
MUMUMIMI Roaring Cutie Lion Toddler Backpack - Yellow,,,taxable,1,,,,,,740,1300,,,,color,Yellow,,1,,,
MUMUMIMI Dino Explorer Toddler Backpack - Green,,,taxable,1,,,,,,740,1300,,,,color,Green,,1,,,
Cuddly Sunshine Edition Sunny Bloom Plush EVA Backpack,"1.  Plush Sunflower Buddy Design? Friendly and huggable look kids instantly fall in love with.\n2.  Soft Plush Limbs + Head? Sensory-friendly material, soothing to touch.\n3.  Waterproof EVA Shell? Lightweight yet strong, resists splashes and easy to clean.\n4.  Zippered Main Compartment with Front Pocket? Spacious interior for snacks, toys, books, and essentials.\n5.  Perfect for Toddlers & Preschoolers? Safe, durable, and delightfully engaging","Let your little one carry joy on their shoulders with the Sunny Bloom Plush EVA Backpack ? Cuddly Sunshine Edition. This irresistibly cute backpack combines functionality with a plush toy design, making it perfect for toddlers and young kids. The soft flower character with a big, happy smile is a comforting companion and a fashion-forward statement!",taxable,1,100,800,17,25,35,,,Kids Bags,"Cream Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Cream"":{""name"":""Cream"",""color"":""#FFFDD0"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Cream,1,1,Cream,https://grabaggs.com/product/cuddly-sunshine-edition-sunny-bloom-plush-eva-backpack/,45%
